ScenarioID,Iteration,Timestep,FlowGroupID,TransitionTypeID,Amount
128,1,2009,Net Biome Productivity,Fire: Medium Severity,-1906670.3760406366
128,1,2009,Net Biome Productivity,Fire: Low Severity,-2572813.3685794217
128,1,2009,Net Biome Productivity,Forest Harvest: Forest Clearcut,-71689306.75840116
128,1,2009,Net Biome Productivity,Forest Harvest: Forest Selection,-1828279.1380015907
128,1,2009,Net Biome Productivity,Ag Expansion: Pasture,-596972.0899086903
128,1,2009,Net Biome Productivity,Ag Expansion: Cropland,-434923.978075216
128,1,2010,LULC: Harvest [Type],Urbanization: Open,479019.67188641196
128,1,2010,LULC: Harvest [Type],Urbanization: Low,413232.7966162019
128,1,2010,LULC: Harvest [Type],Urbanization: Medium,208556.21231246178
128,1,2010,LULC: Harvest [Type],Urbanization: High,75156.78457380063
128,1,2010,LULC: Harvest [Type],Forest Harvest: Forest Clearcut,70687982.68932334
128,1,2010,LULC: Harvest [Type],Forest Harvest: Forest Selection,1372788.15917343
128,1,2010,LULC: Harvest [Type],Ag Expansion: Pasture,290338.0041967937
128,1,2010,LULC: Harvest [Type],Ag Expansion: Cropland,196294.93421954347
128,1,2010,LULC: Emission [Type],Urbanization: Open,1287688.7251333715
128,1,2010,LULC: Emission [Type],Urbanization: Low,1106713.6195017195
128,1,2010,LULC: Emission [Type],Urbanization: Medium,567574.1026066979
128,1,2010,LULC: Emission [Type],Urbanization: High,206752.16994335578
128,1,2010,LULC: Emission [Type],Fire: High Severity,5158369.9626525855
128,1,2010,LULC: Emission [Type],Fire: Medium Severity,3105845.5054304386
128,1,2010,LULC: Emission [Type],Fire: Low Severity,4297628.52933427
128,1,2010,LULC: Emission [Type],Ag Expansion: Pasture,375788.4096961242
128,1,2010,LULC: Emission [Type],Ag Expansion: Cropland,295413.7915366016
128,1,2010,LULC: Transfer [Type],Fire: High Severity,8977977.073290108
128,1,2010,LULC: Transfer [Type],Fire: Medium Severity,3134037.9464503033
128,1,2010,LULC: Transfer [Type],Fire: Low Severity,2723668.909763565
128,1,2010,LULC: Transfer [Type],Forest Harvest: Forest Clearcut,8007784.879824062
128,1,2010,LULC: Mortality [Type],Fire: High Severity,9848681.151644591
128,1,2010,LULC: Mortality [Type],Fire: Medium Severity,6155413.833885009
128,1,2010,LULC: Mortality [Type],Fire: Low Severity,8793577.440181592
128,1,2010,LULC: Mortality [Type],Insect: High Severity,6833437.2594887335
128,1,2010,LULC: Mortality [Type],Insect: Medium Severity,8130397.471537145
